Problema,Solver,Status,Tempo_Segundos,Valor_Objetivo,F_Star,Gap,Dual_Infeasibility,Primal_Infeasibility,Iteracoes,Timestamp
ex9_2_2,MadNLP,LOCALLY_INFEASIBLE,0.0468843,100.15723187238015,99.9995,0.0015617094379690392,2.6767351003252293e-7,NaN,179,2026-05-23T06:21:27
ex9_2_3,MadNLP,LOCALLY_SOLVED,0.004585,4.999999966818192,0.0,4.999999966818192,4.999998090909102,NaN,27,2026-05-23T06:21:27.051
ex9_2_4,MadNLP,LOCALLY_SOLVED,0.0034852,0.5000000000000072,0.5,4.810966440042345e-15,2.9999994233259755,NaN,20,2026-05-23T06:21:27.092
ex9_2_5,MadNLP,LOCALLY_SOLVED,0.0160385,8.999999999999996,5.0,0.6666666666666661,42.99999955152607,NaN,32,2026-05-23T06:21:27.130
ex9_2_6,MadNLP,ITERATION_LIMIT,1.1829871,-0.7645167254510904,-1.0,0.1177416372744548,0.714741356436809,NaN,5000,2026-05-23T06:21:28.350
ex9_2_7,MadNLP,LOCALLY_SOLVED,0.0047303,17.00000016848477,17.0,9.36026505687298e-9,17.99999899333418,NaN,34,2026-05-23T06:21:28.388
ex9_2_8,MadNLP,LOCALLY_SOLVED,0.0022515,1.5000001836214525,1.5,7.344858099500584e-8,1.4999994753276407,NaN,6,2026-05-23T06:21:28.410
gtm,MadNLP,ERRO: LoadError,300.0,NaN,543.5651,NaN,NaN,NaN,0,2026-05-23T06:21:28.505
harker,MadNLP,ERRO: LoadError,300.0,NaN,-986.5135,NaN,NaN,NaN,0,2026-05-23T06:21:28.542
haverly,MadNLP,LOCALLY_SOLVED,0.0034665,-400.00000351420493,-400.0,8.76360332708975e-9,-400.000000721818,NaN,20,2026-05-23T06:21:28.574
hhfair,MadNLP,ERRO: LoadError,300.0,NaN,-87.159,NaN,NaN,NaN,0,2026-05-23T06:21:28.610
himmel16,MadNLP,LOCALLY_SOLVED,0.0050315,-0.674980904321649,-0.866,0.10236821847714413,-0.6749822612081893,NaN,23,2026-05-23T06:21:28.672
house,MadNLP,LOCALLY_SOLVED,0.224384,-4500.000045094576,-4500.0,1.0018790559375039e-8,-4500.000000546971,NaN,25,2026-05-23T06:21:28.961
hydro,MadNLP,LOCALLY_SOLVED,0.0055905,4.366944080610236e6,4.366944e6,1.845918282758463e-8,5.093980644388849e6,NaN,34,2026-05-23T06:21:29.033
immun,MadNLP,LOCALLY_SOLVED,0.0063687,2.9193821941637763e-7,0.0,2.9193821941637763e-7,9.489000000000002e9,NaN,35,2026-05-23T06:21:29.084
launch,MadNLP,ERRO: LoadError,300.0,NaN,2257.7976,NaN,NaN,NaN,0,2026-05-23T06:21:29.166
least,MadNLP,ERRO: LoadError,300.0,NaN,14085.1398,NaN,NaN,NaN,0,2026-05-23T06:21:29.186
linear,MadNLP,ITERATION_LIMIT,0.6781067,-4.451981033946116e6,89.0,49467.44482162352,-63.85014423264914,NaN,5000,2026-05-23T06:21:29.932
lnts100,MadNLP,LOCALLY_SOLVED,0.3333455,0.5545954001504423,0.5546,2.958863731954194e-6,0.2604615616712995,NaN,68,2026-05-23T06:21:31.343
lnts50,MadNLP,LOCALLY_SOLVED,0.0132413,0.5546687645610063,0.5547,2.009097510364544e-5,0.2604174174248877,NaN,16,2026-05-23T06:21:31.905
meanvar,MadNLP,LOCALLY_SOLVED,0.0021249,5.243399280005692,5.2434,1.1532086821568368e-7,10.486797354380762,NaN,9,2026-05-23T06:21:31.932
mhw4d,MadNLP,ERRO: LoadError,300.0,NaN,0.0293,NaN,NaN,NaN,0,2026-05-23T06:21:31.944
minlphi,MadNLP,LOCALLY_SOLVED,0.0086173,582.2361398486878,582.2361,6.832342482557224e-8,535.172245547738,NaN,33,2026-05-23T06:21:32.130
nemhaus,MadNLP,LOCALLY_SOLVED,0.0015465,31.0,31.0,0.0,61.9999995454591,NaN,4,2026-05-23T06:21:32.162
otpop,MadNLP,ERRO: LoadError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:21:32.316
pindyck,MadNLP,ERRO: LoadError,300.0,NaN,-1612.1783,NaN,NaN,NaN,0,2026-05-23T06:21:32.458
pollut,MadNLP,ERRO: LoadError,300.0,NaN,-5.3532686288e6,NaN,NaN,NaN,0,2026-05-23T06:21:32.511
polygon100,MadNLP,LOCALLY_SOLVED,1.5434535,-0.7268592294677665,-0.6791,0.028443350287515008,-0.24479656153976742,NaN,43,2026-05-23T06:21:43.476
polygon25,MadNLP,LOCALLY_SOLVED,0.0794537,-0.7753022230355124,-0.7722,0.0017504926280964008,-0.09230660794690305,NaN,35,2026-05-23T06:21:44.207
polygon50,MadNLP,LOCALLY_SOLVED,0.3365317,-0.7456141572738064,-0.7757,0.01694308876848202,-0.16646449489500473,NaN,35,2026-05-23T06:21:47.245
process,MadNLP,LOCALLY_SOLVED,0.0026009,-1161.3366137971545,-1161.3366,1.1870188422030485e-8,-2053.585237143878,NaN,10,2026-05-23T06:21:47.280
prolog,MadNLP,LOCALLY_SOLVED,0.0284269,3.237691615470094e-7,0.0,3.237691615470094e-7,-126.72742844816682,NaN,108,2026-05-23T06:21:47.378
qp1,MadNLP,LOCALLY_SOLVED,0.0033106,0.0008129796600384135,0.0008,1.296928461072487e-5,0.0016209657235243867,NaN,12,2026-05-23T06:21:48.200
qp2,MadNLP,LOCALLY_SOLVED,0.0037728,0.0008129796600384125,0.0008,1.2969284610723897e-5,0.001620965723524382,NaN,12,2026-05-23T06:21:48.588
qp3,MadNLP,LOCALLY_SOLVED,0.0054331,0.0008130215097319467,0.0008,1.3011100851265632e-5,0.0016210363498923319,NaN,11,2026-05-23T06:21:49.085
qp4,MadNLP,LOCALLY_SOLVED,0.0038421,0.0008127187430136953,0.0008,1.2708576152773053e-5,0.0016205248439199905,NaN,12,2026-05-23T06:21:49.388
qp5,MadNLP,LOCALLY_SOLVED,0.0061518,0.4314611427568733,0.4315,2.7144424119237654e-5,0.4314530792879521,NaN,19,2026-05-23T06:21:49.750
ramsey,MadNLP,ERRO: LoadError,300.0,NaN,-2.4875,NaN,NaN,NaN,0,2026-05-23T06:21:49.787
rbrock,MadNLP,LOCALLY_SOLVED,0.003743,-3.053555235010014e-14,0.0,3.053555235010014e-14,-3.799358121417308e-7,NaN,23,2026-05-23T06:21:49.806
robot50,MadNLP,ERRO: LoadError,300.0,NaN,9.1469,NaN,NaN,NaN,0,2026-05-23T06:21:50.919
rocket100,MadNLP,LOCALLY_SOLVED,0.2199975,-1.0128188440336263,-1.0126,0.00010873697387775777,0.07809688681257675,NaN,145,2026-05-23T06:21:52.566
rocket50,MadNLP,LOCALLY_SOLVED,0.1750336,-1.0128106108702568,-1.0128,5.27169627230155e-6,0.052464658547940884,NaN,147,2026-05-23T06:21:53.457
sambal,MadNLP,LOCALLY_SOLVED,0.0064854,3.9682202000457902,3.9682,4.0658680790399396e-6,1027.9999999999998,NaN,12,2026-05-23T06:21:53.503
sample,MadNLP,LOCALLY_SOLVED,0.0027464,726.6788663743395,726.6367,5.794976303345433e-5,8.755795235514425e-8,NaN,10,2026-05-23T06:21:53.521
ship,MadNLP,ERRO: LoadError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:21:53.556
srcpm,MadNLP,ERRO: LoadError,300.0,NaN,2109.7818,NaN,NaN,NaN,0,2026-05-23T06:21:53.658
turkey,MadNLP,LOCALLY_SOLVED,0.1313533,-29330.15804226582,-29330.158,1.4409870725889204e-9,-3069.890980664216,NaN,140,2026-05-23T06:21:55.239
wall,MadNLP,LOCALLY_SOLVED,0.0015459,1.0000046575934247,-1.0,1.0000023287967124,0.5000046563910161,NaN,2,2026-05-23T06:21:55.265
water,MadNLP,ERRO: LoadError,300.0,NaN,906.3519,NaN,NaN,NaN,0,2026-05-23T06:21:55.325
weapons,MadNLP,ERRO: LoadError,300.0,NaN,-1735.57,NaN,NaN,NaN,0,2026-05-23T06:21:55.429
abel,NLopt,ERRO: ArgumentError,300.0,NaN,225.1946,NaN,NaN,NaN,0,2026-05-23T06:22:42.497
alkyl,NLopt,ERRO: ArgumentError,300.0,NaN,-1.765,NaN,NaN,NaN,0,2026-05-23T06:22:44.026
camshape100,NLopt,ERRO: LoadError,300.0,NaN,-4.2841,NaN,NaN,NaN,0,2026-05-23T06:22:44.728
camshape200,NLopt,ERRO: LoadError,300.0,NaN,-4.2785,NaN,NaN,NaN,0,2026-05-23T06:22:44.735
catmix100,NLopt,ERRO: LoadError,300.0,NaN,-0.0481,NaN,NaN,NaN,0,2026-05-23T06:22:44.783
catmix200,NLopt,ERRO: LoadError,300.0,NaN,-0.0481,NaN,NaN,NaN,0,2026-05-23T06:22:44.789
chain100,NLopt,ERRO: LoadError,300.0,NaN,5.0698,NaN,NaN,NaN,0,2026-05-23T06:22:45.054
chain200,NLopt,ERRO: LoadError,300.0,NaN,5.0689,NaN,NaN,NaN,0,2026-05-23T06:22:45.301
chain400,NLopt,ERRO: LoadError,300.0,NaN,5.0686,NaN,NaN,NaN,0,2026-05-23T06:22:46.540
chain50,NLopt,ERRO: ArgumentError,300.0,NaN,5.0723,NaN,NaN,NaN,0,2026-05-23T06:22:48.207
chakra,NLopt,ERRO: ArgumentError,300.0,NaN,-179.1336,NaN,NaN,NaN,0,2026-05-23T06:22:48.374
chance,NLopt,ERRO: ArgumentError,300.0,NaN,29.8944,NaN,NaN,NaN,0,2026-05-23T06:22:49.934
chem,NLopt,ERRO: ArgumentError,300.0,NaN,-47.7065,NaN,NaN,NaN,0,2026-05-23T06:22:50.005
chenery,NLopt,ERRO: ArgumentError,300.0,NaN,-1058.9199,NaN,NaN,NaN,0,2026-05-23T06:22:50.459
circle,NLopt,LOCALLY_SOLVED,1.8016159,4.574247769168822,4.5742,8.569690506517906e-6,0.0,NaN,0,2026-05-23T06:22:55.232
demo7,NLopt,ERRO: LoadError,300.0,NaN,-1.5890423862e6,NaN,NaN,NaN,0,2026-05-23T06:22:55.237
dispatch,NLopt,ERRO: ArgumentError,300.0,NaN,3155.2879,NaN,NaN,NaN,0,2026-05-23T06:22:55.259
elec25,NLopt,ERRO: LoadError,300.0,NaN,243.8127,NaN,NaN,NaN,0,2026-05-23T06:22:55.373
elec50,NLopt,ERRO: ArgumentError,300.0,NaN,1055.182,NaN,NaN,NaN,0,2026-05-23T06:22:55.573
etamac,NLopt,ERRO: LoadError,300.0,NaN,-15.2947,NaN,NaN,NaN,0,2026-05-23T06:22:55.740
ex14_1_1,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:56.716
ex14_1_2,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:56.886
ex14_1_3,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.283
ex14_1_4,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.334
ex14_1_5,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.376
ex14_1_6,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.508
ex14_1_7,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.679
ex14_1_8,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.791
ex14_1_9,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.825
ex14_2_1,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.886
ex14_2_2,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.905
ex14_2_3,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:57.954
ex14_2_4,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.009
ex14_2_5,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.037
ex14_2_6,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.102
ex14_2_7,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.177
ex14_2_8,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.212
ex14_2_9,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.253
ex2_1_1,NLopt,ERRO: ArgumentError,300.0,NaN,-17.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.322
ex2_1_10,NLopt,ERRO: ArgumentError,300.0,NaN,49318.018,NaN,NaN,NaN,0,2026-05-23T06:22:58.401
ex2_1_2,NLopt,ERRO: ArgumentError,300.0,NaN,-213.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.423
ex2_1_3,NLopt,ERRO: ArgumentError,300.0,NaN,-15.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.465
ex2_1_4,NLopt,ERRO: ArgumentError,300.0,NaN,-11.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.501
ex2_1_5,NLopt,LOCALLY_SOLVED,0.0295537,64.42027680059729,-268.0146,1.2357503154126108,NaN,NaN,0,2026-05-23T06:22:58.632
ex2_1_6,NLopt,ERRO: ArgumentError,300.0,NaN,-39.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.666
ex2_1_7,NLopt,LOCALLY_SOLVED,0.002907,6.327128070170494e-14,-4150.4101,0.9997591179922215,NaN,NaN,0,2026-05-23T06:22:58.743
ex2_1_8,NLopt,ERRO: ArgumentError,300.0,NaN,15639.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.801
ex2_1_9,NLopt,ERRO: ArgumentError,300.0,NaN,-0.375,NaN,NaN,NaN,0,2026-05-23T06:22:58.826
ex3_1_1,NLopt,ERRO: ArgumentError,300.0,NaN,7049.2083,NaN,NaN,NaN,0,2026-05-23T06:22:58.863
ex3_1_2,NLopt,ERRO: ArgumentError,300.0,NaN,-30665.54,NaN,NaN,NaN,0,2026-05-23T06:22:58.888
ex3_1_3,NLopt,ERRO: ArgumentError,300.0,NaN,-310.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.925
ex3_1_4,NLopt,ERRO: ArgumentError,300.0,NaN,-4.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.943
ex4_1_1,NLopt,ERRO: ArgumentError,300.0,NaN,-7.4873,NaN,NaN,NaN,0,2026-05-23T06:22:58.953
ex4_1_2,NLopt,ERRO: ArgumentError,300.0,NaN,-663.5001,NaN,NaN,NaN,0,2026-05-23T06:22:58.972
ex4_1_3,NLopt,ERRO: ArgumentError,300.0,NaN,-443.6717,NaN,NaN,NaN,0,2026-05-23T06:22:58.983
ex4_1_4,NLopt,ERRO: LoadError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:58.984
ex4_1_5,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:22:59.125
ex4_1_6,NLopt,ERRO: ArgumentError,300.0,NaN,7.0,NaN,NaN,NaN,0,2026-05-23T06:22:59.135
ex4_1_7,NLopt,ERRO: ArgumentError,300.0,NaN,-7.5,NaN,NaN,NaN,0,2026-05-23T06:22:59.146
ex4_1_8,NLopt,ERRO: ArgumentError,300.0,NaN,-16.7389,NaN,NaN,NaN,0,2026-05-23T06:22:59.193
ex4_1_9,NLopt,ERRO: ArgumentError,300.0,NaN,-5.508,NaN,NaN,NaN,0,2026-05-23T06:22:59.215
ex5_2_2_case1,NLopt,ERRO: ArgumentError,300.0,NaN,-400.0,NaN,NaN,NaN,0,2026-05-23T06:22:59.251
ex5_2_2_case2,NLopt,ERRO: ArgumentError,300.0,NaN,-600.0,NaN,NaN,NaN,0,2026-05-23T06:22:59.280
ex5_2_2_case3,NLopt,ERRO: ArgumentError,300.0,NaN,-750.0,NaN,NaN,NaN,0,2026-05-23T06:22:59.312
ex5_2_4,NLopt,ERRO: ArgumentError,300.0,NaN,-450.0,NaN,NaN,NaN,0,2026-05-23T06:22:59.337
ex5_2_5,NLopt,ERRO: ArgumentError,300.0,NaN,-3500.0001,NaN,NaN,NaN,0,2026-05-23T06:22:59.452
ex5_3_2,NLopt,ERRO: ArgumentError,300.0,NaN,1.8642,NaN,NaN,NaN,0,2026-05-23T06:22:59.507
ex5_3_3,NLopt,ERRO: ArgumentError,300.0,NaN,3.234,NaN,NaN,NaN,0,2026-05-23T06:22:59.968
ex5_4_2,NLopt,ERRO: ArgumentError,300.0,NaN,7512.2259,NaN,NaN,NaN,0,2026-05-23T06:23:00.097
ex5_4_3,NLopt,ERRO: ArgumentError,300.0,NaN,4845.462,NaN,NaN,NaN,0,2026-05-23T06:23:00.160
ex5_4_4,NLopt,ERRO: ArgumentError,300.0,NaN,10077.7754,NaN,NaN,NaN,0,2026-05-23T06:23:00.225
ex6_1_1,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0202,NaN,NaN,NaN,0,2026-05-23T06:23:00.252
ex6_1_2,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0325,NaN,NaN,NaN,0,2026-05-23T06:23:00.275
ex6_1_3,NLopt,ERRO: ArgumentError,300.0,NaN,-0.3525,NaN,NaN,NaN,0,2026-05-23T06:23:00.315
ex6_1_4,NLopt,ERRO: ArgumentError,300.0,NaN,-0.2945,NaN,NaN,NaN,0,2026-05-23T06:23:00.340
ex6_2_10,NLopt,ERRO: ArgumentError,300.0,NaN,-3.052,NaN,NaN,NaN,0,2026-05-23T06:23:00.382
ex6_2_11,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:23:00.657
ex6_2_12,NLopt,ERRO: ArgumentError,300.0,NaN,0.2892,NaN,NaN,NaN,0,2026-05-23T06:23:00.681
ex6_2_13,NLopt,ERRO: ArgumentError,300.0,NaN,-0.2162,NaN,NaN,NaN,0,2026-05-23T06:23:00.715
ex6_2_14,NLopt,ERRO: ArgumentError,300.0,NaN,-0.6954,NaN,NaN,NaN,0,2026-05-23T06:23:00.742
ex6_2_5,NLopt,ERRO: ArgumentError,300.0,NaN,-70.7521,NaN,NaN,NaN,0,2026-05-23T06:23:00.794
ex6_2_6,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:23:00.819
ex6_2_7,NLopt,ERRO: ArgumentError,300.0,NaN,-0.1608,NaN,NaN,NaN,0,2026-05-23T06:23:00.879
ex6_2_8,NLopt,ERRO: ArgumentError,300.0,NaN,-0.027,NaN,NaN,NaN,0,2026-05-23T06:23:00.902
ex6_2_9,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0341,NaN,NaN,NaN,0,2026-05-23T06:23:00.933
ex7_2_1,NLopt,ERRO: ArgumentError,300.0,NaN,1227.1896,NaN,NaN,NaN,0,2026-05-23T06:23:00.972
ex7_2_2,NLopt,ERRO: ArgumentError,300.0,NaN,-0.3888,NaN,NaN,NaN,0,2026-05-23T06:23:00.993
ex7_2_3,NLopt,ERRO: ArgumentError,300.0,NaN,7049.2181,NaN,NaN,NaN,0,2026-05-23T06:23:01.069
ex7_2_4,NLopt,ERRO: ArgumentError,300.0,NaN,3.918,NaN,NaN,NaN,0,2026-05-23T06:23:01.095
ex7_3_1,NLopt,ERRO: ArgumentError,300.0,NaN,0.3417,NaN,NaN,NaN,0,2026-05-23T06:23:01.120
ex7_3_2,NLopt,ERRO: ArgumentError,300.0,NaN,1.0899,NaN,NaN,NaN,0,2026-05-23T06:23:01.153
ex7_3_3,NLopt,ERRO: ArgumentError,300.0,NaN,0.8175,NaN,NaN,NaN,0,2026-05-23T06:23:01.180
ex7_3_4,NLopt,ERRO: ArgumentError,300.0,NaN,6.2746,NaN,NaN,NaN,0,2026-05-23T06:23:01.232
ex7_3_5,NLopt,ERRO: ArgumentError,300.0,NaN,1.2036,NaN,NaN,NaN,0,2026-05-23T06:23:01.343
ex7_3_6,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:23:01.456
ex8_1_1,NLopt,ERRO: ArgumentError,300.0,NaN,-2.0218,NaN,NaN,NaN,0,2026-05-23T06:23:01.465
ex8_1_2,NLopt,ERRO: ArgumentError,300.0,NaN,-1.0709,NaN,NaN,NaN,0,2026-05-23T06:23:01.476
ex8_1_3,NLopt,ERRO: ArgumentError,300.0,NaN,3.0,NaN,NaN,NaN,0,2026-05-23T06:23:01.488
ex8_1_4,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:23:01.499
ex8_1_5,NLopt,ERRO: ArgumentError,300.0,NaN,-1.0316,NaN,NaN,NaN,0,2026-05-23T06:23:01.510
ex8_1_6,NLopt,ERRO: ArgumentError,300.0,NaN,-10.086,NaN,NaN,NaN,0,2026-05-23T06:23:01.520
ex8_1_7,NLopt,ERRO: ArgumentError,300.0,NaN,0.0293,NaN,NaN,NaN,0,2026-05-23T06:23:01.623
ex8_2_1,NLopt,ERRO: ArgumentError,300.0,NaN,-979.1783,NaN,NaN,NaN,0,2026-05-23T06:23:01.734
ex8_2_4,NLopt,ERRO: LoadError,300.0,NaN,-5.83073983917e7,NaN,NaN,NaN,0,2026-05-23T06:23:01.864
ex8_3_1,NLopt,ERRO: LoadError,300.0,NaN,-0.7937,NaN,NaN,NaN,0,2026-05-23T06:23:02.121
ex8_3_10,NLopt,ERRO: ArgumentError,300.0,NaN,-0.8845,NaN,NaN,NaN,0,2026-05-23T06:23:02.643
ex8_3_12,NLopt,ERRO: LoadError,300.0,NaN,-0.5825,NaN,NaN,NaN,0,2026-05-23T06:23:02.802
ex8_3_13,NLopt,ERRO: LoadError,300.0,NaN,-42.3904,NaN,NaN,NaN,0,2026-05-23T06:23:02.957
ex8_3_14,NLopt,ERRO: ArgumentError,300.0,NaN,-2.4124,NaN,NaN,NaN,0,2026-05-23T06:23:03.174
ex8_3_2,NLopt,ERRO: LoadError,300.0,NaN,-0.4123,NaN,NaN,NaN,0,2026-05-23T06:23:03.361
ex8_3_3,NLopt,ERRO: LoadError,300.0,NaN,-0.4166,NaN,NaN,NaN,0,2026-05-23T06:23:03.515
ex8_3_4,NLopt,ERRO: LoadError,300.0,NaN,-3.58,NaN,NaN,NaN,0,2026-05-23T06:23:03.672
ex8_3_5,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0688,NaN,NaN,NaN,0,2026-05-23T06:23:03.838
ex8_3_6,NLopt,ERRO: LoadError,300.0,NaN,-0.5,NaN,NaN,NaN,0,2026-05-23T06:23:03.989
ex8_3_7,NLopt,ERRO: LoadError,300.0,NaN,-1.2326,NaN,NaN,NaN,0,2026-05-23T06:23:04.152
ex8_3_8,NLopt,ERRO: LoadError,300.0,NaN,-3.2468,NaN,NaN,NaN,0,2026-05-23T06:23:04.266
ex8_3_9,NLopt,ERRO: ArgumentError,300.0,NaN,-0.763,NaN,NaN,NaN,0,2026-05-23T06:23:04.416
ex8_4_1,NLopt,ERRO: ArgumentError,300.0,NaN,0.6186,NaN,NaN,NaN,0,2026-05-23T06:23:04.462
ex8_4_2,NLopt,ERRO: ArgumentError,300.0,NaN,0.4852,NaN,NaN,NaN,0,2026-05-23T06:23:04.521
ex8_4_3,NLopt,ERRO: ArgumentError,300.0,NaN,0.0046,NaN,NaN,NaN,0,2026-05-23T06:23:04.605
ex8_4_4,NLopt,ERRO: ArgumentError,300.0,NaN,0.2125,NaN,NaN,NaN,0,2026-05-23T06:23:04.640
ex8_4_5,NLopt,ERRO: ArgumentError,300.0,NaN,0.0003,NaN,NaN,NaN,0,2026-05-23T06:23:04.680
ex8_4_6,NLopt,ERRO: ArgumentError,300.0,NaN,0.0011,NaN,NaN,NaN,0,2026-05-23T06:23:04.713
ex8_4_7,NLopt,ERRO: ArgumentError,300.0,NaN,28.898,NaN,NaN,NaN,0,2026-05-23T06:23:04.828
ex8_4_8,NLopt,ERRO: ArgumentError,300.0,NaN,3.3218,NaN,NaN,NaN,0,2026-05-23T06:23:04.905
ex8_5_1,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:23:04.926
ex8_5_2,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0002,NaN,NaN,NaN,0,2026-05-23T06:23:04.957
ex8_5_3,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0042,NaN,NaN,NaN,0,2026-05-23T06:23:04.976
ex8_5_4,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0004,NaN,NaN,NaN,0,2026-05-23T06:23:04.997
ex8_5_5,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0108,NaN,NaN,NaN,0,2026-05-23T06:23:05.016
ex8_5_6,NLopt,ERRO: ArgumentError,300.0,NaN,-0.0012,NaN,NaN,NaN,0,2026-05-23T06:23:05.039
ex8_6_1,NLopt,ERRO: LoadError,300.0,NaN,-28.4225,NaN,NaN,NaN,0,2026-05-23T06:23:05.236
ex8_6_2,NLopt,ERRO: ArgumentError,300.0,NaN,-31.8886,NaN,NaN,NaN,0,2026-05-23T06:23:05.344
ex9_1_1,NLopt,ERRO: ArgumentError,300.0,NaN,-13.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.387
ex9_1_2,NLopt,ERRO: ArgumentError,300.0,NaN,-16.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.416
ex9_1_4,NLopt,ERRO: ArgumentError,300.0,NaN,-37.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.444
ex9_1_5,NLopt,ERRO: ArgumentError,300.0,NaN,-1.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.479
ex9_1_8,NLopt,ERRO: ArgumentError,300.0,NaN,-3.25,NaN,NaN,NaN,0,2026-05-23T06:23:05.514
ex9_2_2,NLopt,ERRO: ArgumentError,300.0,NaN,99.9995,NaN,NaN,NaN,0,2026-05-23T06:23:05.558
ex9_2_3,NLopt,ERRO: ArgumentError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.603
ex9_2_4,NLopt,ERRO: ArgumentError,300.0,NaN,0.5,NaN,NaN,NaN,0,2026-05-23T06:23:05.650
ex9_2_5,NLopt,ERRO: ArgumentError,300.0,NaN,5.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.675
ex9_2_6,NLopt,ERRO: ArgumentError,300.0,NaN,-1.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.712
ex9_2_7,NLopt,ERRO: ArgumentError,300.0,NaN,17.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.740
ex9_2_8,NLopt,ERRO: ArgumentError,300.0,NaN,1.5,NaN,NaN,NaN,0,2026-05-23T06:23:05.760
gtm,NLopt,ERRO: LoadError,300.0,NaN,543.5651,NaN,NaN,NaN,0,2026-05-23T06:23:05.851
harker,NLopt,ERRO: LoadError,300.0,NaN,-986.5135,NaN,NaN,NaN,0,2026-05-23T06:23:05.890
haverly,NLopt,ERRO: ArgumentError,300.0,NaN,-400.0,NaN,NaN,NaN,0,2026-05-23T06:23:05.925
hhfair,NLopt,ERRO: LoadError,300.0,NaN,-87.159,NaN,NaN,NaN,0,2026-05-23T06:23:05.957
himmel16,NLopt,ERRO: ArgumentError,300.0,NaN,-0.866,NaN,NaN,NaN,0,2026-05-23T06:23:06.022
