Problema,Solver,Status,Tempo_Segundos,Valor_Objetivo,F_Star,Gap,Dual_Infeasibility,Primal_Infeasibility,Iteracoes,Timestamp
nemhaus,Ipopt,LOCALLY_SOLVED,0.0017277,31.0,31.0,0.0,62.00000000000424,NaN,1,2026-05-23T06:19:04.220
otpop,Ipopt,ERRO: LoadError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:19:04.414
pindyck,Ipopt,ERRO: LoadError,300.0,NaN,-1612.1783,NaN,NaN,NaN,0,2026-05-23T06:19:04.573
pollut,Ipopt,ERRO: LoadError,300.0,NaN,-5.3532686288e6,NaN,NaN,NaN,0,2026-05-23T06:19:04.634
polygon100,Ipopt,LOCALLY_SOLVED,2.0421402,-0.7268592295202653,-0.6791,0.028443350318781032,-0.26705480192183945,NaN,45,2026-05-23T06:19:17.880
polygon25,Ipopt,LOCALLY_SOLVED,0.1069108,-0.7753035059567106,-0.7722,0.0017512165425519726,-0.08825010985894165,NaN,35,2026-05-23T06:19:18.701
polygon50,Ipopt,LOCALLY_SOLVED,0.381208,-0.7456141559401452,-0.7757,0.01694308951954424,-0.16618744733838092,NaN,36,2026-05-23T06:19:21.840
process,Ipopt,LOCALLY_SOLVED,0.0043629,-1161.3366117187074,-1161.3366,1.0082025598791625e-8,-2053.5852712039205,NaN,11,2026-05-23T06:19:21.880
prolog,Ipopt,LOCALLY_SOLVED,0.0283953,3.23664065357605e-7,0.0,3.23664065357605e-7,-126.36968163753421,NaN,67,2026-05-23T06:19:21.990
qp1,Ipopt,LOCALLY_SOLVED,0.0059464,0.0008129404303981622,0.0008,1.2930086329098841e-5,0.0016208926060066737,NaN,12,2026-05-23T06:19:22.819
qp2,Ipopt,LOCALLY_SOLVED,0.0058925,0.0008129404303981626,0.0008,1.2930086329099275e-5,0.0016208926060066746,NaN,12,2026-05-23T06:19:23.202
qp3,Ipopt,LOCALLY_SOLVED,0.010394,0.0008130195287535932,0.0008,1.3009121456428033e-5,0.0016210329068121034,NaN,11,2026-05-23T06:19:23.721
qp4,Ipopt,LOCALLY_SOLVED,0.0064898,0.0008130251107501315,0.0008,1.3014698990938706e-5,0.001621044454394958,NaN,11,2026-05-23T06:19:24.034
qp5,Ipopt,LOCALLY_SOLVED,0.0105065,0.4314611427624768,0.4315,2.7144420204799897e-5,0.43145307929364524,NaN,19,2026-05-23T06:19:24.393
ramsey,Ipopt,ERRO: LoadError,300.0,NaN,-2.4875,NaN,NaN,NaN,0,2026-05-23T06:19:24.429
rbrock,Ipopt,LOCALLY_SOLVED,0.0069832,-3.074640879191208e-14,0.0,3.074640879191208e-14,-9.067975628766415e-8,NaN,23,2026-05-23T06:19:24.466
robot50,Ipopt,ERRO: LoadError,300.0,NaN,9.1469,NaN,NaN,NaN,0,2026-05-23T06:19:25.587
rocket100,Ipopt,LOCALLY_SOLVED,0.2061376,-1.012818844034107,-1.0126,0.00010873697411661624,-4.553375300577141,NaN,108,2026-05-23T06:19:27.245
rocket50,Ipopt,LOCALLY_SOLVED,0.1197488,-1.0128106108848485,-1.0128,5.271703521735778e-6,-4.559677839749127,NaN,123,2026-05-23T06:19:28.078
sambal,Ipopt,LOCALLY_SOLVED,0.0019122,3.968220361763768,3.9682,4.0984186965021665e-6,1028.0000000000002,NaN,2,2026-05-23T06:19:28.136
sample,Ipopt,LOCALLY_SOLVED,0.003833,726.6788663743392,726.6367,5.794976303314185e-5,4.5134160739425585e-7,NaN,10,2026-05-23T06:19:28.154
ship,Ipopt,ERRO: LoadError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:19:28.188
srcpm,Ipopt,ERRO: LoadError,300.0,NaN,2109.7818,NaN,NaN,NaN,0,2026-05-23T06:19:28.281
turkey,Ipopt,LOCALLY_SOLVED,0.1603595,-29330.158030311537,-29330.158,1.0334245090930796e-9,-3069.8776441766245,NaN,102,2026-05-23T06:19:29.837
wall,Ipopt,LOCALLY_SOLVED,0.0018293,1.0000046575934247,-1.0,1.0000023287967124,0.5000046563910644,NaN,2,2026-05-23T06:19:29.865
water,Ipopt,ERRO: LoadError,300.0,NaN,906.3519,NaN,NaN,NaN,0,2026-05-23T06:19:29.919
weapons,Ipopt,ERRO: LoadError,300.0,NaN,-1735.57,NaN,NaN,NaN,0,2026-05-23T06:19:30.024
abel,MadNLP,LOCALLY_SOLVED,15.2228583,225.19458318602022,225.1946,7.433413434092592e-8,-1805.8437833474495,NaN,3,2026-05-23T06:20:53.967
alkyl,MadNLP,LOCALLY_SOLVED,3.7381755,-1.7649996524511105,-1.765,1.2569580088446585e-7,36.21334845883756,NaN,13,2026-05-23T06:20:59.094
camshape100,MadNLP,ERRO: LoadError,300.0,NaN,-4.2841,NaN,NaN,NaN,0,2026-05-23T06:20:59.822
camshape200,MadNLP,ERRO: LoadError,300.0,NaN,-4.2785,NaN,NaN,NaN,0,2026-05-23T06:20:59.828
catmix100,MadNLP,ERRO: LoadError,300.0,NaN,-0.0481,NaN,NaN,NaN,0,2026-05-23T06:20:59.872
catmix200,MadNLP,ERRO: LoadError,300.0,NaN,-0.0481,NaN,NaN,NaN,0,2026-05-23T06:20:59.878
chain100,MadNLP,ERRO: LoadError,300.0,NaN,5.0698,NaN,NaN,NaN,0,2026-05-23T06:21:00.330
chain200,MadNLP,ERRO: LoadError,300.0,NaN,5.0689,NaN,NaN,NaN,0,2026-05-23T06:21:00.511
chain400,MadNLP,ERRO: LoadError,300.0,NaN,5.0686,NaN,NaN,NaN,0,2026-05-23T06:21:01.784
chain50,MadNLP,LOCALLY_SOLVED,0.4529967,5.0722614849232865,5.0723,6.342749322943149e-6,0.19036109085852615,NaN,6,2026-05-23T06:21:03.145
chakra,MadNLP,LOCALLY_SOLVED,0.0327702,-179.13355786488765,-179.1336,2.3391034405613829e-7,-12.405683659390736,NaN,7,2026-05-23T06:21:03.339
chance,MadNLP,LOCALLY_SOLVED,0.0414377,29.894378396294396,29.8944,6.992757782927974e-7,21.273015968435047,NaN,6,2026-05-23T06:21:03.466
chem,MadNLP,LOCALLY_SOLVED,0.0048928,-47.70651474363359,-47.7065,3.027036143475301e-7,-47.70651573991319,NaN,19,2026-05-23T06:21:03.535
chenery,MadNLP,LOCALLY_SOLVED,0.2187787,-1058.9198550997794,-1058.9199,4.236189989506122e-8,-1042.86702594193,NaN,16,2026-05-23T06:21:04.008
circle,MadNLP,LOCALLY_SOLVED,0.0027687,4.574248056537375,4.5742,8.6212438330856e-6,0.0,NaN,8,2026-05-23T06:21:04.050
demo7,MadNLP,ERRO: LoadError,300.0,NaN,-1.5890423862e6,NaN,NaN,NaN,0,2026-05-23T06:21:04.054
dispatch,MadNLP,LOCALLY_SOLVED,0.0028697,3155.287899600137,3155.2879,1.266877408785412e-10,2743.983461305112,NaN,10,2026-05-23T06:21:04.075
elec25,MadNLP,ERRO: LoadError,300.0,NaN,243.8127,NaN,NaN,NaN,0,2026-05-23T06:21:04.152
elec50,MadNLP,LOCALLY_SOLVED,3.9036429,1055.1823147218176,1055.182,2.9798066775510775e-7,-527.5911573577146,NaN,167,2026-05-23T06:21:08.247
etamac,MadNLP,ERRO: LoadError,300.0,NaN,-15.2947,NaN,NaN,NaN,0,2026-05-23T06:21:08.414
ex14_1_1,MadNLP,LOCALLY_SOLVED,0.310555,3.536363616116395e-7,0.0,3.536363616116395e-7,-3.705864217558862e-7,NaN,7,2026-05-23T06:21:09.411
ex14_1_2,MadNLP,LOCALLY_SOLVED,0.0269361,7.172656121351018e-7,0.0,7.172656121351018e-7,-4.937927663496332e-7,NaN,19,2026-05-23T06:21:09.595
ex14_1_3,MadNLP,LOCALLY_SOLVED,0.0049104,3.5363378573974033e-7,0.0,3.5363378573974033e-7,-3.282016045937614e-7,NaN,26,2026-05-23T06:21:09.939
ex14_1_4,MadNLP,LOCALLY_SOLVED,0.0041443,3.544875794731091e-7,0.0,3.544875794731091e-7,2.6052416084061843e-7,NaN,15,2026-05-23T06:21:09.985
ex14_1_5,MadNLP,LOCALLY_SOLVED,0.0020824,1.7181831125442056e-7,0.0,1.7181831125442056e-7,-1.2121716863277357e-6,NaN,8,2026-05-23T06:21:10.030
ex14_1_6,MadNLP,ITERATION_LIMIT,0.8413969,1.000001837728057,0.0,1.000001837728057,0.9999277513633482,NaN,5000,2026-05-23T06:21:10.987
ex14_1_7,MadNLP,LOCALLY_SOLVED,0.0086385,0.13499102070910593,0.0,0.13499102070910593,-2.3589146740748524e-6,NaN,41,2026-05-23T06:21:11.154
ex14_1_8,MadNLP,LOCALLY_SOLVED,0.0023957,0.04141605754853597,0.0,0.04141605754853597,-1.9400869657802244e-7,NaN,10,2026-05-23T06:21:11.255
ex14_1_9,MadNLP,LOCALLY_SOLVED,0.0022603,1.7182176433539578e-7,0.0,1.7182176433539578e-7,-8.459861810692283e-8,NaN,10,2026-05-23T06:21:11.290
ex14_2_1,MadNLP,LOCALLY_SOLVED,0.0025118,6.265808184451825e-7,0.0,6.265808184451825e-7,-6.93189664237904e-7,NaN,9,2026-05-23T06:21:11.350
ex14_2_2,MadNLP,LOCALLY_SOLVED,0.0018472,4.4454634951946163e-7,0.0,4.4454634951946163e-7,-5.954046204505055e-7,NaN,5,2026-05-23T06:21:11.369
ex14_2_3,MadNLP,LOCALLY_SOLVED,0.0028268,8.080970306208577e-7,0.0,8.080970306208577e-7,-1.027449867155023e-6,NaN,10,2026-05-23T06:21:11.417
ex14_2_4,MadNLP,LOCALLY_SOLVED,0.0024966,6.263845722926092e-7,0.0,6.263845722926092e-7,-9.154230022436136e-7,NaN,9,2026-05-23T06:21:11.467
ex14_2_5,MadNLP,LOCALLY_SOLVED,0.0020752,4.4455237995487644e-7,0.0,4.4455237995487644e-7,-4.447726105015673e-7,NaN,8,2026-05-23T06:21:11.500
ex14_2_6,MadNLP,LOCALLY_SOLVED,0.0031656,6.268282287013594e-7,0.0,6.268282287013594e-7,-8.527014451927409e-7,NaN,12,2026-05-23T06:21:11.555
ex14_2_7,MadNLP,LOCALLY_SOLVED,0.0036904,6.263719564580144e-7,0.0,6.263719564580144e-7,-9.834126412312967e-7,NaN,12,2026-05-23T06:21:11.629
ex14_2_8,MadNLP,LOCALLY_SOLVED,0.002535,4.446361173568884e-7,0.0,4.446361173568884e-7,-4.943454245559413e-7,NaN,9,2026-05-23T06:21:11.666
ex14_2_9,MadNLP,LOCALLY_SOLVED,0.0022494,4.445450891504603e-7,0.0,4.445450891504603e-7,-5.159259129330091e-7,NaN,5,2026-05-23T06:21:11.706
ex2_1_1,MadNLP,LOCALLY_SOLVED,0.0405115,-17.000002147914937,-17.0,1.1932860763705674e-7,-167.00000308848115,NaN,6,2026-05-23T06:21:11.806
ex2_1_10,MadNLP,LOCALLY_SOLVED,0.0046337,49318.0100331976,49318.018,1.615361116329852e-7,-676103.1422080023,NaN,21,2026-05-23T06:21:11.880
ex2_1_2,MadNLP,LOCALLY_SOLVED,0.0018418,-213.00000345955095,-213.0,1.6166125949843193e-8,-214.50000059331953,NaN,7,2026-05-23T06:21:11.909
ex2_1_3,MadNLP,LOCALLY_SOLVED,0.0021409,-14.99999890779961,-15.0,6.826252441083369e-8,-35.00000108438062,NaN,6,2026-05-23T06:21:11.954
ex2_1_4,MadNLP,LOCALLY_SOLVED,0.002273,-10.999999600361916,-11.0,3.330317370024242e-8,-11.000000748762394,NaN,6,2026-05-23T06:21:11.978
ex2_1_5,MadNLP,LOCALLY_SOLVED,0.1075532,64.42027500045663,-268.0146,1.2357503087210011,71.00945369601655,NaN,10,2026-05-23T06:21:12.161
ex2_1_6,MadNLP,LOCALLY_SOLVED,0.0019517,-39.000004343456226,-39.0,1.0858640564492816e-7,-389.00000720372896,NaN,6,2026-05-23T06:21:12.191
ex2_1_7,MadNLP,LOCALLY_SOLVED,0.0039844,1.179937946049959e-6,-4150.4101,0.9997591182764471,-0.03240235644546929,NaN,17,2026-05-23T06:21:12.260
ex2_1_8,MadNLP,LOCALLY_SOLVED,0.0275432,15871.598382494869,15639.0,0.014872019341104152,-4.000002296484963,NaN,68,2026-05-23T06:21:12.347
ex2_1_9,MadNLP,LOCALLY_SOLVED,0.0018221,-0.3749994820432894,-0.375,3.766957895107675e-7,-0.7499998456763316,NaN,6,2026-05-23T06:21:12.369
ex3_1_1,MadNLP,LOCALLY_SOLVED,0.002067,7049.247776634595,7049.2083,5.5993571983388836e-6,-491.01129167358175,NaN,8,2026-05-23T06:21:12.405
ex3_1_2,MadNLP,LOCALLY_SOLVED,0.0019877,-30665.53886278745,-30665.54,3.708317116437603e-8,-29419.8528301766,NaN,8,2026-05-23T06:21:12.431
ex3_1_3,MadNLP,LOCALLY_SOLVED,0.0028949,-310.0000089244383,-310.0,2.8695943102259184e-8,-948.0795458527712,NaN,10,2026-05-23T06:21:12.456
ex3_1_4,MadNLP,LOCALLY_SOLVED,0.0018352,-3.9999997822796414,-4.0,4.35440717261315e-8,-4.499999367685723,NaN,6,2026-05-23T06:21:12.473
ex4_1_1,MadNLP,LOCALLY_SOLVED,0.002885,-0.5199780610800272,-7.4873,0.8209114723080334,-1.682442741042472e-7,NaN,17,2026-05-23T06:21:12.483
ex4_1_2,MadNLP,LOCALLY_SOLVED,0.0025204,-663.5000966105002,-663.5001,5.100826529085024e-9,7.971360958604878e-7,NaN,7,2026-05-23T06:21:12.503
ex4_1_3,MadNLP,LOCALLY_SOLVED,0.0015738,-443.6717047411248,-443.6717,1.0662079071073555e-8,-2.474157065009268e-7,NaN,4,2026-05-23T06:21:12.521
ex4_1_4,MadNLP,ERRO: LoadError,300.0,NaN,0.0,NaN,NaN,NaN,0,2026-05-23T06:21:12.523
ex4_1_5,MadNLP,LOCALLY_SOLVED,0.0162873,-4.0316916304705084e-14,0.0,4.0316916304705084e-14,-1.818182606377965e-7,NaN,4,2026-05-23T06:21:12.645
ex4_1_6,MadNLP,LOCALLY_SOLVED,0.001596,6.9999999999999565,7.0,5.440092820663267e-15,-2.840909046145836e-7,NaN,4,2026-05-23T06:21:12.653
ex4_1_7,MadNLP,LOCALLY_SOLVED,0.0017126,-7.500000000000001,-7.5,1.0449157878825003e-16,-1.8939393900698286e-7,NaN,4,2026-05-23T06:21:12.663
ex4_1_8,MadNLP,LOCALLY_SOLVED,0.0025247,-16.73889318439467,-16.7389,3.842180367253341e-7,-3.2000742473501913e-7,NaN,4,2026-05-23T06:21:12.675
ex4_1_9,MadNLP,LOCALLY_SOLVED,0.0019894,-5.508013099782884,-5.508,2.012873829781548e-6,-8.494468455647443e-7,NaN,5,2026-05-23T06:21:12.697
ex5_2_2_case1,MadNLP,LOCALLY_SOLVED,0.0034149,-400.00000351378526,-400.0,8.762556756113568e-9,-400.00000109070464,NaN,20,2026-05-23T06:21:12.733
ex5_2_2_case2,MadNLP,LOCALLY_SOLVED,0.0030908,-400.000003514277,-600.0,0.33277869631567886,-400.00000109121936,NaN,19,2026-05-23T06:21:12.772
ex5_2_2_case3,MadNLP,LOCALLY_SOLVED,0.0037592,-750.0000069309507,-750.0,9.228962303356521e-9,-750.0000010911825,NaN,23,2026-05-23T06:21:12.804
ex5_2_4,MadNLP,LOCALLY_SOLVED,0.0054332,-450.00000550414336,-450.0,1.2204309001680749e-8,1799.9999748034172,NaN,24,2026-05-23T06:21:12.830
ex5_2_5,MadNLP,LOCALLY_SOLVED,0.0394562,-3500.0000456502753,-3500.0001,1.5524056941751604e-8,9363.023358010823,NaN,134,2026-05-23T06:21:12.980
ex5_3_2,MadNLP,LOCALLY_SOLVED,0.0064479,1.8641600035159238,1.8642,1.3964277660870628e-5,1.2573567376474628,NaN,39,2026-05-23T06:21:13.045
ex5_3_3,MadNLP,LOCALLY_SOLVED,0.084571,3.635561739685813,3.234,0.09484216808828841,-1.7529150986840658e16,NaN,175,2026-05-23T06:21:13.296
ex5_4_2,MadNLP,LOCALLY_SOLVED,0.0039227,7512.229887217107,7512.2259,5.3069309501817e-7,776.6522645402769,NaN,22,2026-05-23T06:21:13.334
ex5_4_3,MadNLP,LOCALLY_SOLVED,0.0225462,4845.461995633392,4845.462,9.009889407955682e-10,-21031.157362526006,NaN,104,2026-05-23T06:21:13.394
ex5_4_4,MadNLP,LOCALLY_SOLVED,0.016008,12138.447978868318,10077.7754,0.20445664250721549,-227422.10986020908,NaN,78,2026-05-23T06:21:13.468
ex6_1_1,MadNLP,LOCALLY_SOLVED,0.0024105,-0.017577543292659134,-0.0202,0.0025705319617142374,-0.017578266842312004,NaN,10,2026-05-23T06:21:13.494
ex6_1_2,MadNLP,LOCALLY_SOLVED,0.0033884,-0.03246375010221914,-0.0325,3.5108859836182746e-5,0.9675358862618454,NaN,16,2026-05-23T06:21:13.520
ex6_1_3,MadNLP,LOCALLY_SOLVED,0.0184029,-0.32434879444294346,-0.3525,0.020814200042185968,-0.32434988535146597,NaN,89,2026-05-23T06:21:13.568
ex6_1_4,MadNLP,LOCALLY_SOLVED,0.0028883,-0.2945412875551458,-0.2945,3.1894596481899704e-5,0.7054581669034888,NaN,16,2026-05-23T06:21:13.600
ex6_2_10,MadNLP,LOCALLY_SOLVED,0.0029584,-3.0519761257399804,-3.052,5.891969402664426e-6,-3.051977216645091,NaN,15,2026-05-23T06:21:13.640
ex6_2_11,MadNLP,LOCALLY_SOLVED,0.0022808,-2.675548112383096e-6,0.0,2.675548112383096e-6,-3.22103807844112e-6,NaN,10,2026-05-23T06:21:13.662
ex6_2_12,MadNLP,LOCALLY_SOLVED,0.0024355,0.2891947485016537,0.2892,4.073455124334914e-6,0.2891940212320164,NaN,12,2026-05-23T06:21:13.686
ex6_2_13,MadNLP,LOCALLY_SOLVED,0.0020611,-0.2162094368769918,-0.2162,7.759313428536675e-6,-0.216210527785954,NaN,7,2026-05-23T06:21:13.719
ex6_2_14,MadNLP,LOCALLY_SOLVED,0.0029645,-0.6953580850193162,-0.6954,2.472276789185071e-5,-0.8111035673601344,NaN,16,2026-05-23T06:21:13.744
ex6_2_5,MadNLP,LOCALLY_SOLVED,0.0035636,-70.75207783301546,-70.7521,3.0893847756292713e-7,-70.75207946928421,NaN,19,2026-05-23T06:21:13.792
ex6_2_6,MadNLP,LOCALLY_SOLVED,0.0031336,7.107087429113561e-7,0.0,7.107087429113561e-7,1.6525422555166176e-7,NaN,6,2026-05-23T06:21:13.816
ex6_2_7,MadNLP,LOCALLY_SOLVED,0.0031877,-0.1608476154415217,-0.1608,4.1019505101403284e-5,-0.1608492518027413,NaN,15,2026-05-23T06:21:13.885
ex6_2_8,MadNLP,LOCALLY_SOLVED,0.0022571,-0.02700634946417713,-0.027,6.182535712882186e-6,-0.027006894919548323,NaN,9,2026-05-23T06:21:13.909
ex6_2_9,MadNLP,LOCALLY_SOLVED,0.0042477,-0.034066184010601755,-0.0341,3.270088908059513e-5,-0.034066911272100396,NaN,14,2026-05-23T06:21:13.940
ex7_2_1,MadNLP,LOCALLY_SOLVED,0.0070997,1227.225437262431,1227.1896,2.9178933310426604e-5,-16671.53040853032,NaN,32,2026-05-23T06:21:13.979
ex7_2_2,MadNLP,LOCALLY_SOLVED,0.0026885,-0.3888113443033695,-0.3888,8.16842120501182e-6,-1.095840440070224e-6,NaN,13,2026-05-23T06:21:13.999
ex7_2_3,MadNLP,LOCALLY_SOLVED,0.0041165,7049.247655082291,7049.2181,4.192080567146379e-6,-12284.690174609952,NaN,25,2026-05-23T06:21:14.077
ex7_2_4,MadNLP,LOCALLY_SOLVED,0.0044537,3.9180104888265097,3.918,2.1327422752253316e-6,-1.0924170469876151e-6,NaN,24,2026-05-23T06:21:14.101
ex7_3_1,MadNLP,LOCALLY_SOLVED,0.0148645,0.34173990064046317,0.3417,2.9738868944744808e-5,0.836014114681435,NaN,33,2026-05-23T06:21:14.138
ex7_3_2,MadNLP,LOCALLY_SOLVED,0.0034546,1.0898642725436665,1.0899,1.709529467133497e-5,4.779895542083993,NaN,14,2026-05-23T06:21:14.173
ex7_3_3,MadNLP,LOCALLY_SOLVED,0.0019852,1.144780013139618,0.8175,0.18007153405205942,0.8793667276307837,NaN,8,2026-05-23T06:21:14.199
ex7_3_4,MadNLP,LOCALLY_SOLVED,0.0067972,10.000000010046245,6.2746,0.5121106328933885,9.999999090909125,NaN,29,2026-05-23T06:21:14.254
ex7_3_5,MadNLP,ITERATION_LIMIT,1.3593022,157986.64981944702,1.2036,71694.24860203623,1.70757499857274,NaN,5000,2026-05-23T06:21:15.713
ex7_3_6,MadNLP,LOCALLY_INFEASIBLE,0.0429536,-3.2822242434675318e-9,0.0,3.2822242434675318e-9,0.5345168231566433,NaN,168,2026-05-23T06:21:15.869
ex8_1_1,MadNLP,LOCALLY_SOLVED,0.0018482,-2.02180671414882,-2.0218,2.2219037725960126e-6,-2.1698863248025324,NaN,6,2026-05-23T06:21:15.879
ex8_1_2,MadNLP,LOCALLY_SOLVED,0.0030671,-0.7969798941343346,-1.0709,0.13227104440854962,-1.0924485929135615e-7,NaN,11,2026-05-23T06:21:15.892
ex8_1_3,MadNLP,LOCALLY_SOLVED,0.0414849,2.999999999999873,3.0,3.175237850427948e-14,0.0,NaN,168,2026-05-23T06:21:15.954
ex8_1_4,MadNLP,LOCALLY_SOLVED,0.0011056,0.0,0.0,0.0,0.0,NaN,0,2026-05-23T06:21:15.965
ex8_1_5,MadNLP,LOCALLY_SOLVED,0.0011792,0.0,-1.0316,0.5077771214806064,0.0,NaN,0,2026-05-23T06:21:15.976
ex8_1_6,MadNLP,LOCALLY_SOLVED,0.0028715,-5.065439735221009,-10.086,0.45287391888679335,0.0,NaN,8,2026-05-23T06:21:15.989
ex8_1_7,MadNLP,LOCALLY_SOLVED,0.0047208,0.02931082797154446,0.0293,1.0519743072438464e-5,0.24964169246022724,NaN,29,2026-05-23T06:21:16.094
ex8_2_1,MadNLP,ITERATION_LIMIT,3.3002075,-4.0116894862615294e9,-979.1783,4.0928150593450493e6,143808.90860607018,NaN,5000,2026-05-23T06:21:19.499
ex8_2_4,MadNLP,ERRO: LoadError,300.0,NaN,-5.83073983917e7,NaN,NaN,NaN,0,2026-05-23T06:21:19.629
ex8_3_1,MadNLP,ERRO: LoadError,300.0,NaN,-0.7937,NaN,NaN,NaN,0,2026-05-23T06:21:19.887
ex8_3_10,MadNLP,ITERATION_LIMIT,3.015997,-5.019937493047938e7,-0.8845,2.6638033455016915e7,-5.077109805878626e7,NaN,5000,2026-05-23T06:21:23.433
ex8_3_12,MadNLP,ERRO: LoadError,300.0,NaN,-0.5825,NaN,NaN,NaN,0,2026-05-23T06:21:23.588
ex8_3_13,MadNLP,ERRO: LoadError,300.0,NaN,-42.3904,NaN,NaN,NaN,0,2026-05-23T06:21:23.745
ex8_3_14,MadNLP,LOCALLY_SOLVED,0.0153387,-100.00000090886506,-2.4124,28.597937202222795,-100.00001990201504,NaN,14,2026-05-23T06:21:23.962
ex8_3_2,MadNLP,ERRO: LoadError,300.0,NaN,-0.4123,NaN,NaN,NaN,0,2026-05-23T06:21:24.150
ex8_3_3,MadNLP,ERRO: LoadError,300.0,NaN,-0.4166,NaN,NaN,NaN,0,2026-05-23T06:21:24.305
ex8_3_4,MadNLP,ERRO: LoadError,300.0,NaN,-3.58,NaN,NaN,NaN,0,2026-05-23T06:21:24.458
ex8_3_5,MadNLP,LOCALLY_SOLVED,0.008422,-10.000000009090602,-0.0688,9.2919161761701,-10.000019906347497,NaN,26,2026-05-23T06:21:24.622
ex8_3_6,MadNLP,ERRO: LoadError,300.0,NaN,-0.5,NaN,NaN,NaN,0,2026-05-23T06:21:24.790
ex8_3_7,MadNLP,ERRO: LoadError,300.0,NaN,-1.2326,NaN,NaN,NaN,0,2026-05-23T06:21:24.946
ex8_3_8,MadNLP,ERRO: LoadError,300.0,NaN,-3.2468,NaN,NaN,NaN,0,2026-05-23T06:21:25.057
ex8_3_9,MadNLP,LOCALLY_SOLVED,0.0034489,-0.7416198487095681,-0.763,0.012127141968480951,-1.1836183475114779e-5,NaN,11,2026-05-23T06:21:25.212
ex8_4_1,MadNLP,LOCALLY_SOLVED,0.0022903,0.6185727594314007,0.6186,1.6829709995906178e-5,-5.633466775144017e-6,NaN,8,2026-05-23T06:21:25.259
ex8_4_2,MadNLP,LOCALLY_SOLVED,0.00288,0.48515248692404705,0.4852,3.199102878599863e-5,-4.6890452069040165e-6,NaN,11,2026-05-23T06:21:25.313
ex8_4_3,MadNLP,LOCALLY_SOLVED,0.0035516,0.0046497155946522714,0.0046,4.948795008189481e-5,-9.213544680483982e-6,NaN,12,2026-05-23T06:21:25.410
ex8_4_4,MadNLP,LOCALLY_SOLVED,0.0029213,0.21245983821155126,0.2125,3.312312449380103e-5,-5.272645347837544e-7,NaN,9,2026-05-23T06:21:25.448
ex8_4_5,MadNLP,LOCALLY_SOLVED,0.0042253,0.0012253756131558474,0.0003,0.0009250980837307283,-0.0056404130178805975,NaN,21,2026-05-23T06:21:25.487
ex8_4_6,MadNLP,LOCALLY_SOLVED,0.0158008,0.0011049783373127885,0.0011,4.972867158913673e-6,-2.2590077267041776e-6,NaN,84,2026-05-23T06:21:25.535
ex8_4_7,MadNLP,LOCALLY_SOLVED,0.0049063,29.047306721620334,28.898,0.0049938698782639075,-8.657325226515608e-6,NaN,11,2026-05-23T06:21:25.652
ex8_4_8,MadNLP,LOCALLY_SOLVED,0.0079276,3.321847314105246,3.3218,1.0947777603249005e-5,-2.9838975974476063e-5,NaN,30,2026-05-23T06:21:25.736
ex8_5_1,MadNLP,LOCALLY_SOLVED,0.002611,-4.0717695150615897e-7,0.0,4.0717695150615897e-7,0.10149787003380528,NaN,12,2026-05-23T06:21:25.767
ex8_5_2,MadNLP,LOCALLY_SOLVED,0.0118642,-1.1495184667276923e-8,-0.0002,0.00019994851511231026,-0.7067335880275876,NaN,61,2026-05-23T06:21:25.799
ex8_5_3,MadNLP,LOCALLY_SOLVED,0.0025424,4.093184273020106e-5,-0.0042,0.004223194426140411,0.21318993355129975,NaN,12,2026-05-23T06:21:25.819
ex8_5_4,MadNLP,LOCALLY_SOLVED,0.0023238,-0.00042514719168985985,-0.0004,2.5137136835125787e-5,0.05813405214144001,NaN,10,2026-05-23T06:21:25.842
ex8_5_5,MadNLP,LOCALLY_SOLVED,0.0024117,6.45577059474901e-7,-0.0108,0.01068524493179608,-0.030299415998412817,NaN,9,2026-05-23T06:21:25.866
ex8_5_6,MadNLP,LOCALLY_SOLVED,0.0023209,9.88017057957603e-7,-0.0012,0.0011995485587874125,-0.09849876560943972,NaN,9,2026-05-23T06:21:25.888
ex8_6_1,MadNLP,ERRO: LoadError,300.0,NaN,-28.4225,NaN,NaN,NaN,0,2026-05-23T06:21:26.096
ex8_6_2,MadNLP,LOCALLY_INFEASIBLE,0.5283787,-6.973416236798614,-31.8886,0.757562917339181,-2.2869818860061125e-5,NaN,393,2026-05-23T06:21:26.717
ex9_1_1,MadNLP,LOCALLY_SOLVED,0.0049802,-12.999999842920197,-13.0,1.121998595619646e-8,-13.000000363614546,NaN,29,2026-05-23T06:21:26.756
ex9_1_2,MadNLP,LOCALLY_SOLVED,0.0049071,-2.9999999999999996,-16.0,0.7647058823529411,-3.0000004545281778,NaN,32,2026-05-23T06:21:26.791
ex9_1_4,MadNLP,LOCALLY_SOLVED,0.0060379,-36.99999999999999,-37.0,1.8698493046318425e-16,-37.000001272697254,NaN,39,2026-05-23T06:21:26.837
ex9_1_5,MadNLP,LOCALLY_SOLVED,0.0063136,4.000000000000003,-1.0,2.5000000000000013,3.999999272731076,NaN,41,2026-05-23T06:21:26.878
ex9_1_8,MadNLP,LOCALLY_SOLVED,0.0083179,-3.2499944946897514,-3.25,1.2953671173096047e-6,-2.3309668205608256,NaN,39,2026-05-23T06:21:26.918
